White Username,Black Username,Time Control,Game Result,Date,White Elo,Black Elo,Opening,Moves
G3n6,Tejas299,300,1-0,2023.10.09,840,827,C45,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. d5 Na5 5. Bb5+ c6 6. dxc6 bxc6 7. Ba4 Nf6 8. b4 Nb7 9. Bxc6+ Bd7 10. Bxb7 Qb6 11. Bxa8 Qxb4+ 12. Qd2 Qxd2+ 13. Bxd2 Ng4
lashachkhetiani,Tejas299,300,1-0,2023.10.09,871,811,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Ng5 O-O 6. Qf3 d6 7. Nc3 Bg4 8. Qg3 Be6 9. Nxe6 fxe6 10. Bxe6+ Kh8 11. Nd5 Nh5 12. Qg4 Nd4 13. O-O Nxe6 14. Qxe6 c6 15. Ne3 Nf4 16. Qb3 Qg5 17. g3 Ne2+ 18. Kg2 b6 19. h4 Qg6 20. Nf5 Nf4+ 21. Bxf4 exf4 22. c4 Rab8 23. Kh2 a5 24. a3 b5 25. cxb5 Rxb5 26. Qc3 Qf6 27. Qxf6 Rxf6 28. gxf4 Rxb2 29. Rab1 Rxb1 30. Rxb1 Bxa3 31. Rb8+ Rf8 32. Rxf8#
jokinbengoetxea,Tejas299,300,0-1,2023.10.09,760,818,D02,1. d4 d5 2. Nf3 Nc6 3. e3 Bf5 4. Bb5 Qd6 5. Nc3 O-O-O 6. Bxc6 Qxc6 7. O-O Qg6 8. g3 Bxc2 9. Qd2 Be4 10. Ne5 Qf5 11. g4 Qf6 12. Nxe4 dxe4 13. b3 Qa6 14. Nxf7 Qg6 15. Nxh8 Qxg4+ 16. Kh1 Qf3+ 17. Kg1 Rd5 18. h3 Rg5+ 19. Kh2 Qg2#
popopdirk,Tejas299,300,1-0,2023.10.09,761,787,C46,1. e4 e5 2. Nf3 Nc6 3. Nc3 d6 4. Bc4 Be6 5. Bb5 Qd7 6. d4 O-O-O 7. d5 Bg4 8. dxc6 bxc6 9. Ba6+ Kb8 10. Qe2 d5 11. Be3 dxe4 12. h3 Bh5 13. Nxe5 Bxe2 14. Nxd7+ Rxd7 15. Kxe2 Bb4 16. Na4 Nf6 17. c3 Ba5 18. Nc5 Rd3 19. Nxd3
da7oom88,Tejas299,300,1/2-1/2,2023.10.09,827,802,C26,1. e4 e5 2. Bc4 Nf6 3. Nc3 Bc5 4. Nf3 O-O 5. Nxe5 d6 6. Bxf7+ Rxf7 7. Nxf7 Kxf7 8. Qf3 Kg8 9. O-O Bg4 10. Qd3 Nbd7 11. a3 h5 12. Qb5 b6 13. d3 a6 14. Qc4+ Kh8 15. Bg5 Kh7 16. Nd5 Kg6 17. Bxf6 gxf6 18. Nf4+ Kh6 19. h3 Ne5 20. Qd5 Bd7 21. d4 c6 22. Qb3 Bxd4 23. Rad1 c5 24. c3 c4 25. Qb4 Bc5 26. Ne6 Bxb4 27. Nxd8 Rxd8 28. cxb4 Rc8 29. Rxd6 c3 30. Rxf6+ Kg7 31. Rxb6 c2 32. Rc1 Nc4 33. Rxa6 Nxb2 34. Rd6 Ba4 35. e5 Nd3 36. Rxd3 Re8 37. Rg3+ Kf7 38. Rf3+ Ke6 39. Re3 Kd5 40. Rd3+ Kxe5 41. Re3+ Kd4 42. Rxe8 Kc3 43. Re3+ Kb2 44. Ree1 Kxa3 45. f4 Kxb4 46. f5 Bb3 47. f6 Kc3 48. g4 hxg4 49. hxg4 Kd2 50. g5 Kd3 51. g6 Kc3 52. f7 Kb2 53. f8=Q Ka2 54. Ra1+ Kb2 55. Qa3+ Kc3 56. Re3+ Kd2 57. Qxb3 c1=Q+ 58. Rxc1 Kxc1 59. Re2
GuoJi0,Tejas299,300,0-1,2023.10.09,777,810,A00,1. g3 e5 2. Bg2 d5 3. Nf3 Nc6 4. O-O Bd6 5. Ne1 Nf6 6. c3 O-O 7. d4 e4 8. f3 b5 9. fxe4 Nxe4 10. Qb3 Be6 11. Qxb5 Qd7 12. Nd2 Rab8 13. Qd3 f5 14. Nef3 g5 15. c4 f4 16. cxd5 Bxd5 17. Nxe4 Bxe4 18. Qxe4 Rbe8 19. Qd5+ Kh8 20. Nxg5 fxg3 21. hxg3 Bxg3 22. Rxf8+ Rxf8 23. Ne4 Qxd5 24. Nxg3 Qxd4+ 25. Kh2 Qh4+ 26. Kg1 Qxg3 27. Bd2 Qf2+ 28. Kh2 Qxe2 29. Bc3+ Ne5 30. Re1 Qh5+ 31. Kg1 Re8 32. Bd5 Qg4+ 33. Kh2 Qf4+
BluEJ97,Tejas299,300,0-1,2023.10.09,810,818,A00,1. e3 e5 2. Nf3 Nc6 3. b3 d5 4. Bb2 Bd6 5. d4 e4 6. Ne5 Nxe5 7. dxe5 Be7 8. Nc3 f6 9. exf6 Nxf6 10. Qe2 O-O 11. Nb5 Bb4+ 12. Bc3 Bxc3+ 13. Nxc3 Qd6 14. g3 Qa3 15. Bg2 Qb2 16. Qd1 Qxc3+ 17. Kf1 Bg4 18. Qc1 d4 19. exd4 Qxd4 20. Kg1 Rae8 21. Bf1 e3 22. Bc4+ Kh8 23. Qd1 exf2+ 24. Kg2 Qe4+ 25. Kf1 Bxd1 26. Rxd1 Qxh1+ 27. Kxf2 Qxd1
d04g145,Tejas299,300,0-1,2023.10.09,865,836,C24,1. e4 e5 2. Bc4 Nf6 3. d3 Bc5 4. Nf3 Nc6 5. Nc3 O-O 6. Nd5 Nxd5 7. Bxd5 Nd4 8. Ng5 Ne6 9. Bxe6 dxe6 10. h4 Be7 11. Qh5 h6 12. Be3 Bxg5 13. hxg5 Kh7 14. gxh6 g6 15. Qg4 f5 16. exf5 exf5 17. Qg3 f4 18. Qf3 fxe3 19. fxe3 Rxf3
cengiz-1968,Tejas299,300,0-1,2023.10.09,808,844,D20,1. d4 d5 2. c4 dxc4 3. e4 e6 4. Nc3 Bb4 5. Bxc4 Ne7 6. Ne2 O-O 7. O-O f5 8. e5 b6 9. f4 c5 10. Nb5 cxd4 11. Nd6 Bc5 12. a3 d3+ 13. Kh1 dxe2 14. Qxe2 Nbc6 15. Nxc8 Rxc8 16. b4 Bd4 17. Rb1 Qe8 18. Bxe6+ Kh8 19. Bxc8 Qxc8 20. Bb2 Bxb2 21. Rxb2 Nd4 22. Qf2 Nec6 23. Rd1 Rd8 24. h4 a5 25. b5 Ne7 26. Rbd2 Ne6 27. Qxb6 Rxd2 28. Rxd2 g6 29. Kh2 h5 30. Qxe6 Qxe6 31. Rd8+ Kg7
daropilar,Tejas299,300,0-1,2023.10.09,828,842,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd1 Bc5 5. f4 d6 6. f5 Nge7 7. Qg4 O-O 8. Bh6 g6 9. Bxf8 Qxf8 10. fxg6 fxg6 11. Nf3 Bxg4 12. h3 Bxf3 13. Nc3 Bxg2 14. Rg1 Qf2+ 15. Kd1 Qxg1 16. Ke2 Qf2+ 17. Kd3 Ne5#
DJMP22,Tejas299,300,1-0,2023.10.09,842,826,D00,1. d4 d5 2. Nc3 Nf6 3. Nf3 Bd7 4. Bf4 Bf5 5. Nb5 Na6 6. e3 c6 7. Nc3 Qb6 8. b3 Qa5 9. Qd2 Nh5 10. Bd3 Bxd3 11. Qxd3 Nxf4 12. exf4 O-O-O 13. O-O c5 14. Ne5 c4 15. Qh3+ e6 16. Nxf7 Bd6 17. Nxh8 Bxf4 18. Nf7 Rf8 19. Qxe6+ Kb8 20. Nxd5 Nc7 21. Nxc7 Qxc7 22. Ne5 Bxe5 23. Qxe5 Qxe5 24. dxe5
camwht93,Tejas299,300,1-0,2023.10.09,887,828,A00,1. g3 e5 2. Bg2 Nf6 3. e3 d5 4. Ne2 Nc6 5. h3 Bd6 6. a3 O-O 7. c3 e4 8. d4 Ne7 9. b4 Ng6 10. O-O Ne8 11. c4 dxc4 12. Nbc3 c6 13. Nxe4 f5 14. N4c3 Ne7 15. Ra2 g5 16. f3 f4 17. exf4 gxf4 18. Bxf4 Bxf4 19. Nxf4 Ng6 20. Nce2 Ne7 21. d5 a5 22. dxc6 Qxd1 23. Rxd1 Nxc6 24. b5 Na7 25. a4 Bf5 26. g4 Bg6 27. Ne6 Nc8 28. Nxf8 Kxf8 29. Nf4 Bf7 30. Rad2 Ne7 31. Ne2 Rc8 32. Nc3 b6 33. f4 Bg8 34. Rd8 Rxd8 35. Rxd8 Kf7 36. Bd5+ Nxd5 37. Nxd5 Ke6 38. Rxe8+ Kf7 39. Re7+
speedBoatzipfile,Tejas299,300,0-1,2023.10.09,796,835,C47,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Nb8 7. Bc4 d6 8. Qf3 Be7 9. O-O O-O 10. Re1 Nbd7 11. Bf4 Ne5 12. Bxe5 dxe5 13. Rad1 c6 14. dxc6 Qc7 15. h3 Qxc6 16. Bd5 Qb6 17. Qf5 Bxf5
jubellefranze,Tejas299,300,0-1,2023.10.09,796,842,D00,1. d4 d5 2. e3 e6 3. Bd3 Nc6 4. Nf3 Bd6 5. O-O Nf6 6. Nc3 O-O 7. Ne2 a6 8. c3 b5 9. Bb1 Na5 10. a3 Nc4 11. b4 Ne4 12. Nd2 f5 13. Nxc4 bxc4 14. Ng3 a5 15. Nxe4 fxe4 16. f3 axb4 17. fxe4 Rxf1+ 18. Qxf1 bxc3 19. exd5 exd5 20. a4 Bd7 21. Bc2 c5 22. dxc5 Bxc5 23. Qf3 Bc6 24. Ba3 d4 25. exd4 Bxf3 26. gxf3 Bxa3 27. Rxa3 Qxd4+ 28. Kg2 Qd2+ 29. Kg3 Qxc2 30. Kg4 Qb2
Aalloonn1,Tejas299,300,1-0,2023.10.10,879,826,C35,1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. d4 Nf6 5. Nc3 O-O 6. Bxf4 d6 7. Bd3 Bg4 8. Qd2 d5 9. e5 Ne4 10. Nxe4 dxe4 11. Bxe4 f5 12. Bd5+ Qxd5 13. O-O Nc6 14. b3 Bb4 15. Qe3 Rad8 16. c4 Qd7 17. d5 Ne7 18. e6 Qc8 19. Qe5 Bd6 20. Qe3 Bxf4 21. Qxf4 c6 22. d6 Qxe6 23. dxe7 Qxe7 24. Rae1 Qd6 25. Qg5 h6 26. Qh4 g5 27. Qg3 f4 28. Qxg4 Rde8 29. Rxe8 Rxe8 30. g3 Qc5+ 31. Kg2 Re2+ 32. Kh3 h5 33. Qxh5 Qf5+ 34. g4 Qe4 35. Nxg5 Re3+ 36. Kh4 Re2 37. Nxe4 Rxh2+ 38. Kg5 Rxh5+ 39. gxh5 f3 40. Kg6
mariofernandoflores,Tejas299,300,0-1,2023.10.10,793,825,C20,1. e4 e5 2. d3 Nc6 3. f4 Bc5 4. Bd2 Nge7 5. Nf3 d6 6. f5 g6 7. Bg5 gxf5 8. Bxe7 Qxe7 9. a3 Be6 10. b4 Bb6 11. c4 Nd4 12. Nxd4 Bxd4 13. Ra2 b5 14. Qh5 O-O-O 15. g3 fxe4 16. dxe4 bxc4 17. Rc2 d5 18. exd5 Bxd5 19. Bg2 c3 20. Bxd5 Rxd5 21. Qg4+ Kb8 22. Qe4 Rdd8 23. Qc6 Qd6 24. Qe4 Bb6 25. Qe2 f5 26. Nxc3 f4 27. Ne4 Qd4 28. gxf4 exf4 29. Rd2 Qa1+ 30. Qd1 Qxd1+ 31. Rxd1 Rxd1+ 32. Kxd1 f3 33. Rf1 Rf8 34. Kd2 a5 35. b5 Rf4 36. Kd3 f2 37. a4 Kc8 38. h3 Kd7 39. Ng3 Rf3+ 40. Ke4 Rxg3 41. Kf4 Rxh3 42. Kg4 Ra3 43. Kf5 Rxa4 44. Kg5 Rb4 45. Kh6 Rxb5 46. Kxh7 a4 47. Kg6 a3 48. Kf6 a2 49. Kg6 Rb1
emigerman,Tejas299,300,0-1,2023.10.10,804,826,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Nc3 O-O 6. Bg5 d6 7. Nd5 Bg4 8. Nxf6+ gxf6 9. Be3 f5 10. Bxc5 dxc5 11. h3 Bh5 12. Qe2 Nd4 13. Qe3 f4 14. Qd2 Bxf3 15. c3 Bxg2 16. Rg1 Nf3+ 17. Ke2 Nxd2 18. Rxg2+ Kh8 19. Kxd2 f3 20. Rg3 Rg8 21. Rxf3 Qg5+ 22. Ke2 Rgf8 23. Rf5 Qh4 24. Rg1 Qxh3 25. Bxf7 Rxf7 26. Rxf7 Qh5+ 27. Rf3 Rf8 28. Rg3 Rxf3 29. Rxf3 Qg4 30. Ke3 h5 31. Rf8+ Kh7 32. Rf7+ Kg8 33. Rf3 h4 34. d4 Qg5+ 35. Ke2 Qg4 36. Ke3 cxd4+ 37. cxd4 exd4+ 38. Ke2 h3 39. e5 h2 40. e6 h1=Q 41. e7 Qhxf3+ 42. Kf1 Qgg2+ 43. Ke1 Qgxf2#
Tejinderrrr,Tejas299,300,1-0,2023.10.10,870,819,C26,1. e4 e5 2. Bc4 Nf6 3. Nc3 Bc5 4. a3 O-O 5. b4 Bb6 6. d3 a5 7. b5 Bd4 8. Bb2 c6 9. bxc6 Nxc6 10. a4 d6 11. Bb5 Bg4 12. Nge2 Nb4 13. O-O Rc8 14. Ra3 Bc5 15. Ra1 Bd4 16. Nxd4 exd4 17. Qe1 dxc3 18. Bxc3 d5 19. Bxb4 axb4 20. e5 Re8 21. Bxe8 Qxe8 22. exf6 Qxe1 23. Rfxe1 gxf6 24. Re7 Rxc2 25. Rxb7 Be2 26. Rxb4 Bxd3 27. a5 Rc6 28. Rd4 Bc4 29. a6 Rxa6 30. Rxa6 Bxa6 31. Rxd5 Bb7 32. Rd8+ Kg7 33. g3 Bf3 34. Rd6 Kg6 35. Rb6 h5 36. Rb3 Bg4 37. h3 Bf5 38. g4 h4 39. gxf5+ Kxf5 40. Rb4 Kg5 41. Kh2 f5 42. Kg2 f4 43. Rb5+ f5 44. Kf3 Kf6 45. Kxf4 Ke6 46. Rxf5 Kd6 47. Rh5 Ke6 48. Rxh4 Kf6 49. Rg4 Kf7 50. h4 Kf6 51. h5 Kf7 52. h6 Kf6 53. h7 Kf7 54. Rh4 Ke6 55. h8=Q Kf7 56. Qh7+ Kf6 57. Rh6#
zerpita,Tejas299,300,1-0,2023.10.10,837,811,A40,1. d4 e5 2. dxe5 Nc6 3. Nf3 Bc5 4. Bf4 Nge7 5. e3 O-O 6. Nc3 f6 7. exf6 Rxf6 8. Bg5 Rf5 9. Bd3 Rf7 10. Bc4 d5 11. Bxd5 Bb4 12. Bxf7+ Kxf7 13. O-O Bg4 14. h3 Bh5 15. a3 Bd6 16. Nb5 Kg6 17. Qd3+ Nf5
Konstantin1948,Tejas299,300,1-0,2023.10.10,809,810,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 O-O 6. O-O d6 7. a4 a5 8. Na3 Bg4 9. h3 Bh5 10. Re1 h6 11. Be3 Bxe3 12. Rxe3 b6 13. Bd5 Nxd5 14. exd5 Ne7 15. c4
Teblers,Tejas299,300,0-1,2023.10.10,824,819,C45,1. e4 e5 2. Nf3 Nc6 3. d4 f6 4. dxe5 fxe5 5. Nc3 d6 6. Bg5 Nf6 7. Nd5 Bg4 8. h3 Bh5 9. g4 Bg6 10. Bb5 h6 11. Bxf6 gxf6 12. h4 Be7 13. g5 hxg5 14. Nxe7 Qxe7 15. Qe2 O-O-O 16. O-O-O Qe6 17. Bc4 Qg4 18. hxg5 Rxh1 19. Rxh1 Qxe4 20. Qxe4 Bxe4 21. Nd2 Bxh1 22. Be6+ Kb8 23. gxf6 Rf8 24. f7 Nd8 25. Bc4 Nxf7 26. Bxf7 Rxf7 27. f3 Bxf3 28. Nxf3 Rxf3 29. Kd2 Rf4
Zenya2612,Tejas299,300,0-1,2023.10.10,772,825,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. h3 Nf6 5. Nc3 O-O 6. d3 d6 7. Bg5 Be6 8. Bxe6 fxe6 9. O-O a6 10. a3 b5 11. b4 Ba7 12. Ne2 d5 13. c3 dxe4 14. Nh4 exd3 15. Ng3 h6 16. Bxf6 Rxf6 17. Ne4 Rf8 18. Ng6 Rf7 19. Nc5 Bxc5 20. bxc5 Qg5 21. f3 Qxg6 22. Qd2 a5 23. Rad1 e4 24. f4 b4 25. cxb4 axb4 26. axb4 Ra4 27. Rb1 e5 28. fxe5 Rxf1+ 29. Kxf1 Qf5+ 30. Kg1 Qxe5 31. b5 Nd8 32. b6 Qxc5+ 33. Kh2 cxb6
gussstave,Tejas299,300,1-0,2023.10.10,853,825,C45,1. e4 e5 2. Nf3 Nc6 3. d4 f6 4. d5 Na5 5. Bd2 b6 6. Bxa5 bxa5 7. c3 c6 8. a4 Bb7 9. Bc4 Bd6 10. O-O cxd5 11. exd5 Qc7 12. b3 O-O-O 13. Qd3 Ne7 14. Ba6 f5 15. Bxb7+ Qxb7 16. b4 Qxd5 17. Qa6+ Kb8 18. Na3 Qc6 19. Qd3 axb4 20. cxb4 Qxa4 21. Nb5 Qxb4 22. Nxd6 Nc6 23. Rab1 e4 24. Qa6 exf3 25. Rxb4+ Nxb4 26. Qb5+
Isberg5,Tejas299,300,0-1,2023.10.10,773,832,C45,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 dxc6 6. e5 Qxd1+ 7. Kxd1 Nd5 8. Bc4 Be6 9. Nc3 O-O-O 10. Nxd5 Bxd5 11. Bxd5 Rxd5+ 12. Bd2 Bc5 13. Rf1 Rxe5 14. Be3 Bxe3 15. fxe3 f6 16. Ke2 g6 17. Rxf6 Rhe8 18. Rf3 g5 19. g4 h5 20. gxh5 g4 21. Rg3 c5 22. Rxg4 Rxe3+ 23. Kd2 Re2+ 24. Kc3 Rxh2 25. Rg5 Rh3+ 26. Kc4 Re4+ 27. Kxc5 b6+ 28. Kd5 Reh4 29. Kc6 Rc4+ 30. Kd5 Rc5+ 31. Ke6 Rxg5 32. Rd1 Rhxh5 33. Ke7 Rg7+ 34. Kf8 Rhg5 35. Ke8 Rg8+ 36. Ke7 Re5+ 37. Kf7 Rgg5 38. c3 Re2 39. b4 Rg3 40. c4 Rf3+ 41. Kg6 Rg2+ 42. Kh5 Rh3#
minatojesseh,Tejas299,300,1-0,2023.10.10,822,824,C65,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Bxc6 dxc6 5. d3 Bc5 6. Nxe5 O-O 7. O-O Bd6 8. Nf3 Bg4 9. h3 Bh5 10. Nc3 b5 11. Qe2 Bc5 12. Be3 Bxe3 13. Qxe3 Re8 14. e5 Nd5 15. Qe4 Nxc3 16. bxc3 Bxf3 17. Qxf3 Rxe5 18. Rfe1 Re8 19. Qxc6 Rxe1+ 20. Rxe1 h6 21. Qxb5 Rb8 22. Qc4 Kf8 23. Qe4 Qd6 24. Qh7 f6 25. Qh8+ Kf7 26. Qxb8 Qf4
Holm11,Tejas299,300,1-0,2023.10.10,840,801,A22,1. c4 e5 2. Nc3 Nf6 3. e4 Nc6 4. Nf3 d6 5. Nd5 Nxd5 6. cxd5 Ne7 7. d3 c6 8. Bg5 f6 9. Be3 cxd5 10. exd5 Nxd5 11. Qd2 Qc7 12. Be2 Be6 13. O-O O-O-O 14. Bxa7 g5 15. Rfc1
bmuds,Tejas299,300,0-1,2023.10.10,801,816,B00,1. e4 e5 2. d4 Nc6 3. dxe5 Nxe5 4. Na3 Bb4+ 5. Bd2 Bxd2+ 6. Qxd2 Nf6 7. O-O-O O-O 8. Nh3 Nxe4 9. Qe3 f5 10. g4 Nxg4 11. Qf4 d6 12. Bd3 Be6 13. f3 Nef2 14. Nxf2 Nxf2 15. Rde1 Nxh1 16. Rxe6 Nf2 17. Bxf5 g6 18. Qh4 Qxh4
Saxony77,Tejas299,300,0-1,2023.10.11,817,840,D00,1. d4 d5 2. Bf4 Nf6 3. e3 e6 4. Nf3 Bb4+ 5. c3 Bd6 6. Bg3 O-O 7. Bd3 Nc6 8. a3 a6 9. Nbd2 b5 10. Qc2 h6 11. b3 Re8 12. c4 bxc4 13. bxc4 Rb8 14. c5 Bxg3 15. hxg3 e5 16. Qa4 Bd7 17. Bxa6 Nxd4 18. Bb5 Bxb5
Therongober,Tejas299,300,0-1,2023.10.11,936,857,A00,1. e3 e5 2. Be2 d5 3. Nf3 Nc6 4. b3 Bd6 5. Bb2 Nf6 6. d3 O-O 7. Nbd2 e4 8. dxe4 dxe4 9. Nd4 Be5 10. Nc4 Bxd4 11. exd4 Nd5 12. O-O Qg5 13. Ne5 Bh3 14. g3 Bxf1 15. Bxf1 Nxe5 16. dxe5 f6 17. Qxd5+ Kh8 18. Qxb7 fxe5 19. Qxc7 Qf6 20. Qc5 Rac8 21. Qe3 Rxc2 22. Rb1 Rxf2 23. Qxe4 Rxf1+ 24. Rxf1 Qxf1#
mohamedhassan31993,Tejas299,300,0-1,2023.10.11,870,865,A00,1. e3 e5 2. Qh5 Nc6 3. b3 Nf6 4. Qg5 h6 5. Qh4 Be7 6. Qg3 O-O 7. Bb2 Ne4 8. Qg4 Nf6 9. Qg3 Bd6 10. Bd3 e4 11. Bxe4 Bxg3 12. hxg3 Nxe4 13. Nc3 Nxc3 14. Bxc3 d6 15. f4 Be6 16. Nf3 Bd5 17. Nh4 Be4 18. d3 Bd5 19. e4 Be6 20. f5 Bd7 21. g4 Ne5 22. Nf3 Nxg4 23. Rh3 Ne5 24. Rg3 Nxf3+ 25. gxf3 f6 26. O-O-O c5 27. Rdg1 Rf7 28. Rg6 b5 29. Rxh6 b4 30. Bxf6 Rxf6 31. Rxf6 Qxf6 32. c3 Qh6+ 33. Kb2 Qd2+ 34. Kb1 Qxd3+ 35. Ka1 Qxc3+ 36. Kb1 Qd3+ 37. Kc1 Qe3+
MELAPROEROSERYX20,Tejas299,300,0-1,2023.10.11,878,874,D00,1. d4 d5 2. Nc3 Nf6 3. e4 dxe4 4. Qe2 Bf5 5. Qb5+ Bd7 6. Qxb7 Nc6 7. d5 Nd4 8. Kd2 e6 9. Nb5 Bb4+ 10. c3 e3+ 11. fxe3 Nxb5 12. Bxb5 Rb8 13. Bxd7+ Nxd7 14. Qc6 Bd6 15. dxe6 fxe6 16. Nf3 O-O 17. Rd1 Rb6 18. Qc4 Be7 19. Ke1 Bh4+ 20. Qxh4 Qxh4+ 21. Nxh4 Ne5 22. Rd7 Nxd7 23. Bd2 Rxb2 24. Nf3 Nc5 25. Kf1 Ne4 26. Rd1 Rxa2 27. Kg1 a5 28. c4 c5 29. Be1 a4 30. Nd2 Nxd2 31. Bxd2 Rc2 32. e4 a3 33. Be3 Rc8 34. Ra1 a2 35. h3 Rb2 36. Kh2 Ra8 37. Bxc5 Rb1 38. Rxa2 Rxa2
Dhananjaypatil007,Tejas299,300,0-1,2023.10.11,834,888,A00,1. e3 e5 2. Qf3 d5 3. Nc3 Nf6 4. a3 Bd6 5. Qg3 O-O 6. f3 e4 7. Qf2 exf3 8. Qxf3 Bg4 9. Qf2 Nc6 10. h3 Bh5 11. Nf3 Bg6 12. d4 Bxc2 13. Bd2 Bg6 14. Nb5 a6 15. Nxd6 Qxd6 16. Bb4 Nxb4 17. axb4 Qxb4+ 18. Nd2 Qxb2 19. Rb1 Bxb1 20. Be2 Qc1+ 21. Bd1 Bc2 22. O-O Bxd1 23. Nb3 Qc4 24. Nd2 Qd3 25. Rxd1 Ne4 26. Qe1 Qb5 27. Nxe4 dxe4 28. Rb1 Qd5 29. Rc1 c6 30. g4 b5
blue_dawg22,Tejas299,300,0-1,2023.10.11,740,893,D07,1. d4 d5 2. c4 dxc4 3. Nc3 Nc6 4. Nf3 Bf5 5. e4 Bg4 6. Be3 Qd7 7. Bxc4 e6 8. O-O O-O-O 9. a3 Nf6 10. h3 Bh5 11. Be2 h6 12. Qd2 g5 13. Ne5 Nxe5 14. dxe5 Qxd2 15. Bxd2 Rxd2 16. exf6 Bxe2 17. Nxe2 Rxe2 18. Rfe1 Rxb2 19. Red1 Bd6 20. Kf1 Be5 21. Rab1 Bxf6 22. Rxb2 Bxb2 23. Rd3 Rd8 24. Rb3 Be5 25. a4 f5 26. exf5 exf5 27. a5 a6 28. Re3 Bd4 29. Rd3 Bg7 30. Rxd8+ Kxd8 31. Ke2 Bc3 32. f3 Bxa5 33. g4 fxg4 34. fxg4 b5 35. Kd3 c5 36. Ke4 Kd7 37. Kf5 c4 38. Kg6 c3 39. Kxh6 c2 40. Kxg5 c1=Q+ 41. Kh5 Qh1 42. h4 Be1 43. Kg6 Qxh4
Fabianorsrs,Tejas299,300,1-0,2023.09.28,849,764,D02,1. d4 d5 2. Nf3 Nc6 3. e3 Bg4 4. Nbd2 e6 5. Bb5 Nf6 6. h3 Bh5 7. O-O Ne4 8. Bxc6+ bxc6 9. b3 g5 10. Qe1 f5 11. Nxe4 fxe4 12. Ne5 Qd6 13. c4 O-O-O 14. cxd5 cxd5 15. a4 Bg7 16. Ba3 Qb6 17. b4 Bxe5 18. dxe5 c6 19. a5 Qc7 20. b5 cxb5 21. Rc1
hhh8889,Tejas299,300,1-0,2023.09.28,774,714,C68,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nxe5 f6 6. Qh5+ g6 7. Nxg6 Be6 8. Nxh8+ Bf7 9. Qxf7#
shan07021991,Tejas299,300,1-0,2023.09.28,759,679,C44,1. e4 e5 2. Nf3 Nc6 3. d3 Nf6 4. Bg5 Bc5 5. c3 h6 6. Bh4 d6 7. d4 Bb6 8. Bb5 a6 9. Ba4 exd4 10. Nxd4 g5 11. Nxc6 bxc6 12. Bg3 Bd7 13. O-O Nxe4 14. Nd2 Nxg3 15. hxg3 O-O 16. Qh5 Kg7 17. Bb3 Be6 18. Rfe1 Qf6 19. Nf3 Rae8 20. Bxe6 Rxe6 21. Nd4 Bxd4 22. cxd4 Qxd4 23. Rxe6 fxe6 24. Qe2 e5 25. Rf1 g4 26. b3 e4 27. a4 e3 28. Kh1 Rxf2 29. Rxf2 exf2 30. Qe7+
werner333,Tejas299,300,0-1,2023.09.28,718,742,C40,1. Nf3 e5 2. e4 Nc6 3. Bb5 d6 4. Nc3 Nf6 5. d4 Bg4 6. h3 Bh5 7. g4 Bg6 8. dxe5 dxe5 9. Nxe5 Qxd1+ 10. Kxd1 O-O-O+ 11. Bd2 Nxe5 12. f4 Nf3 13. Ke2 Nd4+ 14. Kd1 Bxe4 15. g5 Nh5 16. Nxe4 Nxb5 17. c3 Nxf4 18. Kc2 f5 19. Bxf4 fxe4 20. Rad1 Rxd1 21. Rxd1 Bd6 22. Be3 Rd8 23. Rf1 b6 24. Rf7 Be5 25. a4 Nd6 26. Bf4 Bxf4 27. Rxf4 e3 28. Kd3 Nf5+ 29. Ke2 g6 30. Re4 Rd2+ 31. Kf3 Rd3 32. Re8+ Kb7 33. Ke2 Rd2+ 34. Kf3 a5 35. b4 axb4 36. cxb4 Rf2+
